process,mass,tanphi,cross section pb,cross section error pb,N events (generated),description
1,2.300000e+02,1.000000e+00,1.401475e-07,5.580572e-10,10000,"p p > t t, (t > b w+, w+ > l+ vl), (t > b w+, w+ > l+ vl)"
2,2.300000e+02,1.000000e+00,1.284422e-07,4.442045e-10,10000,"p p > t~ t~, (t~ > b~ w-, w- > l- vl~), (t~ > b~ w-, w- > l- vl~)"
3,2.300000e+02,1.000000e+00,3.384305e-04,1.059388e-06,10000,"p p > h3 t, (h3 > t c~, (t > b w+, w+ > l+ vl)), (t > b w+, w+ > l+ vl)"
4,2.300000e+02,1.000000e+00,3.051619e-04,9.302391e-07,10000,"p p > h3 t~, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (t~ > b~w-, w- > l- vl~)"
5,2.300000e+02,1.000000e+00,2.060405e-09,7.467382e-12,10000,"p p > h3 h3, (h3 > t c~, (t > b w+, w+ > l+ vl)), (h3 > t c~,(t > b w+, w+ > l+ vl))"
6,2.300000e+02,1.000000e+00,1.922199e-09,6.966416e-12,10000,"p p > h3 h3, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (h3 > t~c, (t~ > b~ w-, w- > l- vl~))"
