cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.839292,0.000540,243.175821,1621.172142
II,0.795691,0.000512,230.543039,1536.953596
III,0.282560,0.000182,81.868722,545.791478
IV,0.133816,0.000086,38.771810,258.478735
