proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,7961,7507,2935,1848
2,10000,8059,7572,3068,1928
3,10000,8367,7922,2771,1355
4,10000,8422,7996,2886,1319
5,10000,8728,8279,2843,1811
6,10000,8746,8309,2870,1846
