cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.851481,0.000001,0.594366,3.962438
II,0.811760,0.000001,0.566640,3.777597
III,0.287510,0.000000,0.200693,1.337951
IV,0.154794,0.000000,0.108052,0.720348
