proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8048,7605,2926,2057
2,10000,8141,7656,2992,2094
3,10000,8536,8147,2862,1504
4,10000,8577,8184,2873,1490
5,10000,8802,8419,2893,2076
6,10000,8878,8505,3002,2220
