cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.832582,0.002945,1325.471120,8836.474133
II,0.790886,0.002798,1259.091770,8393.945135
III,0.297799,0.001054,474.096373,3160.642486
IV,0.189265,0.000670,301.309941,2008.732939
