cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.846870,0.000291,130.914793,872.765289
II,0.811467,0.000279,125.441967,836.279780
III,0.288916,0.000099,44.662561,297.750407
IV,0.138508,0.000048,21.411461,142.743076
