cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.852691,0.002241,1008.319767,6722.131782
II,0.813623,0.002138,962.122006,6414.146706
III,0.293909,0.000772,347.551476,2317.009839
IV,0.142246,0.000374,168.207479,1121.383192
