proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8034,7529,3011,1938
2,10000,8054,7581,2972,1912
3,10000,8370,7928,2796,1339
4,10000,8477,8018,2771,1277
5,10000,8782,8319,2891,1894
6,10000,8740,8288,2908,1915
