cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.836592,0.000014,6.476882,43.179215
II,0.792971,0.000014,6.139170,40.927800
III,0.293675,0.000005,2.273630,15.157531
IV,0.182158,0.000003,1.410261,9.401743
