proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8081,7586,2902,2042
2,10000,8180,7715,3045,2107
3,10000,8566,8168,2842,1555
4,10000,8612,8221,2978,1624
5,10000,8897,8578,2829,2140
6,10000,8898,8550,2824,2125
