proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8073,7634,2910,2057
2,10000,8124,7660,3066,2115
3,10000,8594,8168,2878,1513
4,10000,8545,8105,2861,1589
5,10000,8911,8584,2943,2180
6,10000,8927,8568,2907,2139
