cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.844670,0.000131,59.174282,394.495214
II,0.800929,0.000125,56.110001,374.066673
III,0.289994,0.000045,20.315823,135.438821
IV,0.168934,0.000026,11.834846,78.898975
