cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.842888,0.000780,351.125550,2340.836998
II,0.796645,0.000737,331.862222,2212.414814
III,0.287574,0.000266,119.796010,798.640064
IV,0.132450,0.000123,55.175272,367.835149
