cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.817330,0.000783,352.317838,2348.785584
II,0.769841,0.000737,331.847475,2212.316502
III,0.276899,0.000265,119.360061,795.733742
IV,0.130639,0.000125,56.313007,375.420045
