process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,431.059491,2873.729937
pass_cut_i_bjet,803,814,825,809,847,824,352.317838,2348.785584
pass_cut_ii_met,746,773,778,761,803,777,331.847475,2212.316502
pass_cut_iii_same_sign_dilepton,309,315,280,273,272,280,119.360061,795.733742
pass_cut_iv_mll,198,195,144,115,182,174,56.313007,375.420045
pass_cut_i_bjet_frac,0.803000,0.814000,0.825000,0.809000,0.847000,0.824000,0.817330,0.817330
pass_cut_ii_met_frac,0.746000,0.773000,0.778000,0.761000,0.803000,0.777000,0.769841,0.769841
pass_cut_iii_same_sign_dilepton_frac,0.309000,0.315000,0.280000,0.273000,0.272000,0.280000,0.276899,0.276899
pass_cut_iv_mll_frac,0.198000,0.195000,0.144000,0.115000,0.182000,0.174000,0.130639,0.130639
