proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8071,7606,2931,2066
2,10000,8126,7639,3079,2134
3,10000,8470,8061,2834,1449
4,10000,8555,8089,2823,1452
5,10000,8873,8485,2966,2119
6,10000,8890,8477,2966,2132
