cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.850964,0.000141,63.486357,423.242381
II,0.807367,0.000134,60.233809,401.558730
III,0.282902,0.000047,21.105941,140.706271
IV,0.145121,0.000024,10.826790,72.178599
