cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.858469,0.000841,378.632634,2524.217557
II,0.816124,0.000800,359.955952,2399.706347
III,0.295636,0.000290,130.391753,869.278352
IV,0.161186,0.000158,71.091761,473.945072
