process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,441.055511,2940.370070
pass_cut_i_bjet,812,813,842,877,891,890,378.632634,2524.217557
pass_cut_ii_met,779,768,811,822,855,845,359.955952,2399.706347
pass_cut_iii_same_sign_dilepton,290,317,289,303,303,286,130.391753,869.278352
pass_cut_iv_mll,214,203,154,169,221,203,71.091761,473.945072
pass_cut_i_bjet_frac,0.812000,0.813000,0.842000,0.877000,0.891000,0.890000,0.858469,0.858469
pass_cut_ii_met_frac,0.779000,0.768000,0.811000,0.822000,0.855000,0.845000,0.816124,0.816124
pass_cut_iii_same_sign_dilepton_frac,0.290000,0.317000,0.289000,0.303000,0.303000,0.286000,0.295636,0.295636
pass_cut_iv_mll_frac,0.214000,0.203000,0.154000,0.169000,0.221000,0.203000,0.161186,0.161186
