process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,660.859153,4405.727683
pass_cut_i_bjet,792,816,845,858,891,870,562.418024,3749.453491
pass_cut_ii_met,740,765,806,803,853,828,531.620188,3544.134585
pass_cut_iii_same_sign_dilepton,296,291,283,294,299,276,190.480945,1269.872968
pass_cut_iv_mll,190,198,142,143,215,194,94.246113,628.307419
pass_cut_i_bjet_frac,0.792000,0.816000,0.845000,0.858000,0.891000,0.870000,0.851041,0.851041
pass_cut_ii_met_frac,0.740000,0.765000,0.806000,0.803000,0.853000,0.828000,0.804438,0.804438
pass_cut_iii_same_sign_dilepton_frac,0.296000,0.291000,0.283000,0.294000,0.299000,0.276000,0.288232,0.288232
pass_cut_iv_mll_frac,0.190000,0.198000,0.142000,0.143000,0.215000,0.194000,0.142611,0.142611
