cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.851041,0.001250,562.418024,3749.453491
II,0.804438,0.001181,531.620188,3544.134585
III,0.288232,0.000423,190.480945,1269.872968
IV,0.142611,0.000209,94.246113,628.307419
