cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.857228,0.000390,175.288275,1168.588500
II,0.813317,0.000370,166.309290,1108.728598
III,0.288185,0.000131,58.928811,392.858738
IV,0.135197,0.000061,27.645439,184.302928
