cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.868987,0.000751,338.032100,2253.547332
II,0.845138,0.000731,328.755000,2191.699997
III,0.265049,0.000229,103.102814,687.352091
IV,0.196331,0.000170,76.372058,509.147051
