cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.874801,0.000737,331.466320,2209.775466
II,0.847740,0.000714,321.212603,2141.417356
III,0.270802,0.000228,102.608257,684.055047
IV,0.192113,0.000162,72.792440,485.282933
