proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8093,7598,3013,2047
2,10000,8150,7622,3078,2053
3,10000,8530,8091,2880,1486
4,10000,8512,8075,2874,1432
5,10000,8804,8433,2809,2012
6,10000,8817,8456,2807,1997
