cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.851457,0.000219,98.766616,658.444109
II,0.820401,0.000211,95.164247,634.428312
III,0.303350,0.000078,35.187688,234.584585
IV,0.164228,0.000042,19.049993,126.999953
