proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8094,7590,2972,2033
2,10000,8108,7642,3099,2080
3,10000,8493,8077,2816,1399
4,10000,8492,8062,2885,1369
5,10000,8828,8387,2978,2055
6,10000,8863,8484,3039,2094
