cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.849227,0.000297,133.791760,891.945065
II,0.806961,0.000283,127.132920,847.552797
III,0.284875,0.000100,44.880725,299.204836
IV,0.138526,0.000048,21.824118,145.494123
