proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8123,7668,2992,2034
2,10000,8114,7628,3074,2062
3,10000,8437,8017,2836,1381
4,10000,8591,8145,2928,1415
5,10000,8772,8339,2878,1962
6,10000,8791,8367,2909,1978
