process,mass,tanphi,cross section pb,cross section error pb,N events (generated),description
1,2.800000e+02,1.000000e+00,1.004911e-07,3.568116e-10,10000,"p p > t t, (t > b w+, w+ > l+ vl), (t > b w+, w+ > l+ vl)"
2,2.800000e+02,1.000000e+00,9.071741e-08,3.095235e-10,10000,"p p > t~ t~, (t~ > b~ w-, w- > l- vl~), (t~ > b~ w-, w- > l- vl~)"
3,2.800000e+02,1.000000e+00,2.191758e-04,6.413532e-07,10000,"p p > h3 t, (h3 > t c~, (t > b w+, w+ > l+ vl)), (t > b w+, w+ > l+ vl)"
4,2.800000e+02,1.000000e+00,1.973142e-04,6.056239e-07,10000,"p p > h3 t~, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (t~ > b~w-, w- > l- vl~)"
5,2.800000e+02,1.000000e+00,1.067059e-09,3.767573e-12,10000,"p p > h3 h3, (h3 > t c~, (t > b w+, w+ > l+ vl)), (h3 > t c~,(t > b w+, w+ > l+ vl))"
6,2.800000e+02,1.000000e+00,9.954883e-10,3.514801e-12,10000,"p p > h3 h3, (h3 > t~ c, (t~ > b~ w-, w- > l- vl~)), (h3 > t~c, (t~ > b~ w-, w- > l- vl~))"
