cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.850713,0.002127,956.967301,6379.782005
II,0.813387,0.002033,914.979435,6099.862899
III,0.311715,0.000779,350.647821,2337.652139
IV,0.167882,0.000420,188.850943,1259.006284
