cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.852586,0.001964,883.607796,5890.718640
II,0.812339,0.001871,841.897139,5612.647592
III,0.305507,0.000704,316.623192,2110.821277
IV,0.162776,0.000375,168.698596,1124.657309
