process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,1036.385832,6909.238882
pass_cut_i_bjet,799,816,848,858,895,889,883.607796,5890.718640
pass_cut_ii_met,753,755,813,812,848,858,841.897139,5612.647592
pass_cut_iii_same_sign_dilepton,293,313,297,315,308,307,316.623192,2110.821277
pass_cut_iv_mll,196,217,165,160,226,219,168.698596,1124.657309
pass_cut_i_bjet_frac,0.799000,0.816000,0.848000,0.858000,0.895000,0.889000,0.852586,0.852586
pass_cut_ii_met_frac,0.753000,0.755000,0.813000,0.812000,0.848000,0.858000,0.812339,0.812339
pass_cut_iii_same_sign_dilepton_frac,0.293000,0.313000,0.297000,0.315000,0.308000,0.307000,0.305507,0.305507
pass_cut_iv_mll_frac,0.196000,0.217000,0.165000,0.160000,0.226000,0.219000,0.162776,0.162776
