proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8023,7536,2934,1876
2,10000,8088,7594,3037,1954
3,10000,8367,7903,2747,1245
4,10000,8373,7921,2843,1355
5,10000,8769,8292,2852,1885
6,10000,8738,8288,2867,1927
