cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.847111,0.000565,254.166926,1694.446175
II,0.803994,0.000536,241.229907,1608.199382
III,0.288852,0.000193,86.667010,577.780069
IV,0.163079,0.000109,48.930057,326.200381
