cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.849121,0.001148,516.750756,3445.005040
II,0.806876,0.001091,491.041638,3273.610921
III,0.291476,0.000394,177.384078,1182.560518
IV,0.148702,0.000201,90.495494,603.303296
