process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,10000,10000,10000,10000,10000,10000,608.571085,4057.140568
pass_cut_i_bjet,8118,8135,8488,8502,8847,8829,516.750756,3445.005040
pass_cut_ii_met,7630,7615,8072,8074,8476,8461,491.041638,3273.610921
pass_cut_iii_same_sign_dilepton,2895,3104,2905,2924,3025,2976,177.384078,1182.560518
pass_cut_iv_mll,1975,2148,1512,1448,2127,2094,90.495494,603.303296
pass_cut_i_bjet_frac,0.811800,0.813500,0.848800,0.850200,0.884700,0.882900,0.849121,0.849121
pass_cut_ii_met_frac,0.763000,0.761500,0.807200,0.807400,0.847600,0.846100,0.806876,0.806876
pass_cut_iii_same_sign_dilepton_frac,0.289500,0.310400,0.290500,0.292400,0.302500,0.297600,0.291476,0.291476
pass_cut_iv_mll_frac,0.197500,0.214800,0.151200,0.144800,0.212700,0.209400,0.148702,0.148702
