cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.853380,0.000264,118.785911,791.906071
II,0.809227,0.000250,112.640013,750.933420
III,0.292389,0.000090,40.699041,271.326942
IV,0.143069,0.000044,19.914371,132.762476
