proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8059,7579,2931,2010
2,10000,8151,7715,3109,2110
3,10000,8490,8075,2912,1454
4,10000,8583,8112,2937,1404
5,10000,8925,8519,3004,2071
6,10000,8857,8441,2993,2093
