proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8054,7587,2971,1940
2,10000,8140,7680,3093,2054
3,10000,8500,8035,2799,1400
4,10000,8520,8081,2803,1388
5,10000,8806,8397,2954,2029
6,10000,8763,8331,3015,2057
