cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.827225,0.000028,12.781853,85.212356
II,0.783416,0.000027,12.104928,80.699517
III,0.292078,0.000010,4.513036,30.086905
IV,0.189033,0.000006,2.920833,19.472220
