proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8119,7654,2914,2061
2,10000,8060,7586,3052,2097
3,10000,8580,8175,2767,1573
4,10000,8579,8216,2882,1571
5,10000,8948,8642,2858,2215
6,10000,8935,8624,2849,2178
