cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.835630,0.003000,1350.035711,9000.238075
II,0.791241,0.002841,1278.321556,8522.143705
III,0.296898,0.001066,479.664533,3197.763554
IV,0.186124,0.000668,300.700306,2004.668707
