process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,10000,10000,10000,10000,10000,10000,1615.589655,10770.597700
pass_cut_i_bjet,8117,8156,8617,8544,8912,8850,1350.035711,9000.238075
pass_cut_ii_met,7651,7681,8194,8134,8595,8526,1278.321556,8522.143705
pass_cut_iii_same_sign_dilepton,2982,3084,2873,2943,2939,2905,479.664533,3197.763554
pass_cut_iv_mll,2124,2112,1612,1582,2181,2162,300.700306,2004.668707
pass_cut_i_bjet_frac,0.811700,0.815600,0.861700,0.854400,0.891200,0.885000,0.835630,0.835630
pass_cut_ii_met_frac,0.765100,0.768100,0.819400,0.813400,0.859500,0.852600,0.791241,0.791241
pass_cut_iii_same_sign_dilepton_frac,0.298200,0.308400,0.287300,0.294300,0.293900,0.290500,0.296898,0.296898
pass_cut_iv_mll_frac,0.212400,0.211200,0.161200,0.158200,0.218100,0.216200,0.186124,0.186124
