process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,655.623665,4370.824436
pass_cut_i_bjet,796,824,855,882,896,880,557.019828,3713.465522
pass_cut_ii_met,749,773,814,830,863,838,526.197003,3507.980017
pass_cut_iii_same_sign_dilepton,300,289,255,296,277,296,183.995397,1226.635977
pass_cut_iv_mll,207,208,149,153,192,230,110.397529,735.983524
pass_cut_i_bjet_frac,0.796000,0.824000,0.855000,0.882000,0.896000,0.880000,0.849603,0.849603
pass_cut_ii_met_frac,0.749000,0.773000,0.814000,0.830000,0.863000,0.838000,0.802590,0.802590
pass_cut_iii_same_sign_dilepton_frac,0.300000,0.289000,0.255000,0.296000,0.277000,0.296000,0.280642,0.280642
pass_cut_iv_mll_frac,0.207000,0.208000,0.149000,0.153000,0.192000,0.230000,0.168386,0.168386
