cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.859462,0.001138,512.158804,3414.392029
II,0.839222,0.001111,500.097629,3333.984193
III,0.243672,0.000323,145.205820,968.038801
IV,0.187604,0.000248,111.794163,745.294422
