process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,595.906436,3972.709572
pass_cut_i_bjet,817,831,858,872,890,894,512.158804,3414.392029
pass_cut_ii_met,777,794,838,857,879,889,500.097629,3333.984193
pass_cut_iii_same_sign_dilepton,298,297,239,233,173,198,145.205820,968.038801
pass_cut_iv_mll,241,239,179,182,149,176,111.794163,745.294422
pass_cut_i_bjet_frac,0.817000,0.831000,0.858000,0.872000,0.890000,0.894000,0.859462,0.859462
pass_cut_ii_met_frac,0.777000,0.794000,0.838000,0.857000,0.879000,0.889000,0.839222,0.839222
pass_cut_iii_same_sign_dilepton_frac,0.298000,0.297000,0.239000,0.233000,0.173000,0.198000,0.243672,0.243672
pass_cut_iv_mll_frac,0.241000,0.239000,0.179000,0.182000,0.149000,0.176000,0.187604,0.187604
