cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.847888,0.000569,255.998576,1706.657174
II,0.805293,0.000540,243.138004,1620.920027
III,0.285399,0.000191,86.169092,574.460612
IV,0.138817,0.000093,41.912445,279.416301
