proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8011,7537,2966,1979
2,10000,8032,7570,3093,1988
3,10000,8462,8058,2872,1435
4,10000,8498,8048,2834,1336
5,10000,8714,8256,2928,2008
6,10000,8729,8310,2952,2027
