cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.873639,0.000796,358.189858,2387.932384
II,0.854176,0.000778,350.209951,2334.733008
III,0.245186,0.000223,100.525733,670.171553
IV,0.181959,0.000166,74.602892,497.352614
