process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,409.997457,2733.316377
pass_cut_i_bjet,803,826,869,892,887,897,358.189858,2387.932384
pass_cut_ii_met,766,770,853,874,877,887,350.209951,2334.733008
pass_cut_iii_same_sign_dilepton,289,276,232,253,165,188,100.525733,670.171553
pass_cut_iv_mll,237,225,169,187,151,169,74.602892,497.352614
pass_cut_i_bjet_frac,0.803000,0.826000,0.869000,0.892000,0.887000,0.897000,0.873639,0.873639
pass_cut_ii_met_frac,0.766000,0.770000,0.853000,0.874000,0.877000,0.887000,0.854176,0.854176
pass_cut_iii_same_sign_dilepton_frac,0.289000,0.276000,0.232000,0.253000,0.165000,0.188000,0.245186,0.245186
pass_cut_iv_mll_frac,0.237000,0.225000,0.169000,0.187000,0.151000,0.169000,0.181959,0.181959
