process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,217.927472,1452.849815
pass_cut_i_bjet,790,820,847,825,833,837,182.270328,1215.135521
pass_cut_ii_met,738,764,800,790,787,794,173.284620,1155.230801
pass_cut_iii_same_sign_dilepton,297,294,273,261,289,272,58.240140,388.267602
pass_cut_iv_mll,190,179,128,119,175,167,26.961355,179.742365
pass_cut_i_bjet_frac,0.790000,0.820000,0.847000,0.825000,0.833000,0.837000,0.836381,0.836381
pass_cut_ii_met_frac,0.738000,0.764000,0.800000,0.790000,0.787000,0.794000,0.795148,0.795148
pass_cut_iii_same_sign_dilepton_frac,0.297000,0.294000,0.273000,0.261000,0.289000,0.272000,0.267246,0.267246
pass_cut_iv_mll_frac,0.190000,0.179000,0.128000,0.119000,0.175000,0.167000,0.123717,0.123717
