cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.856314,0.002439,1097.361971,7315.746472
II,0.814268,0.002319,1043.480549,6956.536990
III,0.295193,0.000841,378.288477,2521.923180
IV,0.154881,0.000441,198.478707,1323.191378
