cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.855333,0.000137,61.505562,410.037077
II,0.812112,0.000130,58.397595,389.317297
III,0.287070,0.000046,20.642712,137.618079
IV,0.148732,0.000024,10.695044,71.300295
