proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8100,7614,2984,2078
2,10000,8158,7680,3074,2093
3,10000,8542,8116,2853,1453
4,10000,8567,8128,2890,1524
5,10000,8808,8438,2953,2131
6,10000,8877,8484,2953,2136
