cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.839199,0.000442,198.952707,1326.351383
II,0.798616,0.000421,189.331340,1262.208935
III,0.292833,0.000154,69.423316,462.822106
IV,0.173772,0.000092,41.196897,274.645978
