proc,total_events,pass_cut_i_bjet,pass_cut_ii_met,pass_cut_iii_same_sign_dilepton,pass_cut_iv_mll
1,10000,8037,7591,2981,2114
2,10000,8163,7680,3012,2093
3,10000,8523,8166,2889,1549
4,10000,8549,8148,2903,1572
5,10000,8895,8547,2896,2132
6,10000,8819,8479,2860,2082
