cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.872732,0.000533,239.660862,1597.739077
II,0.844731,0.000515,231.971707,1546.478047
III,0.263215,0.000161,72.281579,481.877195
IV,0.188860,0.000115,51.862831,345.752208
