cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.863138,0.002531,1138.755309,7591.702063
II,0.837109,0.002454,1104.414681,7362.764542
III,0.247758,0.000726,326.872410,2179.149403
IV,0.186139,0.000546,245.576196,1637.174643
