cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.880065,0.001092,491.247337,3274.982243
II,0.857966,0.001064,478.911523,3192.743484
III,0.250427,0.000311,139.787185,931.914570
IV,0.182738,0.000227,102.003144,680.020959
