process,proc_1,proc_2,proc_3,proc_4,proc_5,proc_6,total 450/fb,total 3000/fb
total_events,1000,1000,1000,1000,1000,1000,558.194268,3721.295122
pass_cut_i_bjet,817,841,890,878,898,898,491.247337,3274.982243
pass_cut_ii_met,769,810,874,852,881,882,478.911523,3192.743484
pass_cut_iii_same_sign_dilepton,264,297,242,255,196,188,139.787185,931.914570
pass_cut_iv_mll,214,240,189,167,175,165,102.003144,680.020959
pass_cut_i_bjet_frac,0.817000,0.841000,0.890000,0.878000,0.898000,0.898000,0.880065,0.880065
pass_cut_ii_met_frac,0.769000,0.810000,0.874000,0.852000,0.881000,0.882000,0.857966,0.857966
pass_cut_iii_same_sign_dilepton_frac,0.264000,0.297000,0.242000,0.255000,0.196000,0.188000,0.250427,0.250427
pass_cut_iv_mll_frac,0.214000,0.240000,0.189000,0.167000,0.175000,0.165000,0.182738,0.182738
