mass,tanphi,width,total width/mass,primary decay channel,primary decay branching,second decay channel,second decay branching,third decay channel,third decay branching,fourth decay channel,fourth decay branching
4.000000e+02,1.000000e-02,2.855260e+02,0.713815,t c~,4.571820e-01,c t~,4.571820e-01,c c~,4.464135e-02,u t~,1.992140e-02
4.000000e+02,2.782559e-02,3.689716e+01,0.0922429,c t~,4.575500e-01,t c~,4.575500e-01,c c~,4.461720e-02,u t~,1.993744e-02
4.000000e+02,7.742637e-02,4.846457e+00,0.0121161425,t c~,4.546082e-01,c t~,4.546082e-01,c c~,4.387221e-02,u t~,1.980925e-02
4.000000e+02,2.154435e-01,1.178946e+00,0.002947365,t t~,4.316373e-01,t c~,2.611534e-01,c t~,2.611534e-01,c c~,2.329652e-02
4.000000e+02,5.994843e-01,4.359752e+00,0.01089938,t t~,9.670587e-01,t c~,1.539264e-02,c t~,1.539264e-02,c c~,8.145181e-04
4.000000e+02,1.668101e+00,3.306591e+01,0.082664775,t t~,9.957501e-01,t c~,2.029526e-03,c t~,2.029526e-03,t u~,8.843525e-05
4.000000e+02,4.641589e+00,2.558539e+02,0.63963475,t t~,9.974881e-01,t c~,1.203367e-03,c t~,1.203367e-03,t u~,5.243590e-05
4.000000e+02,1.291550e+01,1.980889e+03,4.9522225,t t~,9.976786e-01,t c~,1.112248e-03,c t~,1.112248e-03,t u~,4.846548e-05
4.000000e+02,3.593814e+01,1.533721e+04,38.343025,t t~,9.977026e-01,t c~,1.100740e-03,c t~,1.100740e-03,t u~,4.796403e-05
4.000000e+02,1.000000e+02,1.187504e+05,296.876,t t~,9.977057e-01,t c~,1.099258e-03,c t~,1.099258e-03,u t~,4.789946e-05
4.250000e+02,1.000000e-02,3.186182e+02,0.749689882353,t c~,4.581529e-01,c t~,4.581529e-01,c c~,4.250523e-02,u t~,1.996348e-02
4.250000e+02,1.394951e-02,1.637460e+02,0.385284705882,t c~,4.582205e-01,c t~,4.582205e-01,c c~,4.250347e-02,t u~,1.996642e-02
4.250000e+02,1.945888e-02,8.415857e+01,0.198020164706,c t~,4.583412e-01,t c~,4.583412e-01,c c~,4.249906e-02,t u~,1.997168e-02
4.250000e+02,2.714418e-02,4.326206e+01,0.101793082353,t c~,4.585357e-01,c t~,4.585357e-01,c c~,4.248671e-02,t u~,1.998016e-02
4.250000e+02,3.786479e-02,2.225263e+01,0.0523591294118,t c~,4.587606e-01,c t~,4.587606e-01,c c~,4.244851e-02,t u~,1.998996e-02
4.250000e+02,5.281952e-02,1.147027e+01,0.0269888705882,t c~,4.586184e-01,c t~,4.586184e-01,c c~,4.232085e-02,u t~,1.998376e-02
4.250000e+02,7.368063e-02,5.957363e+00,0.0140173247059,t c~,4.561798e-01,c t~,4.561798e-01,c c~,4.187551e-02,t u~,1.987750e-02
4.250000e+02,1.027809e-01,3.179112e+00,0.00748026352941,t c~,4.438038e-01,c t~,4.438038e-01,c c~,4.032717e-02,t t~,3.338857e-02
4.250000e+02,1.433742e-01,1.858109e+00,0.00437202117647,t c~,3.979740e-01,c t~,3.979740e-01,t t~,1.339101e-01,c c~,3.545929e-02
4.250000e+02,2.000000e-01,1.386958e+00,0.00326343058824,t t~,3.817161e-01,c t~,2.845363e-01,t c~,2.845363e-01,c c~,2.441457e-02
4.552632e+02,1.000000e-02,3.579988e+02,0.786355672938,c t~,4.590643e-01,t c~,4.590643e-01,c c~,4.052340e-02,u t~,2.000297e-02
4.552632e+02,1.394951e-02,1.839832e+02,0.404124910601,t c~,4.591359e-01,c t~,4.591359e-01,c c~,4.052207e-02,t u~,2.000609e-02
4.552632e+02,1.945888e-02,9.455819e+01,0.207700051311,t c~,4.592638e-01,c t~,4.592638e-01,c c~,4.051847e-02,t u~,2.001167e-02
4.552632e+02,2.714418e-02,4.860689e+01,0.106766569316,t c~,4.594695e-01,c t~,4.594695e-01,c c~,4.050766e-02,t u~,2.002063e-02
4.552632e+02,3.786479e-02,2.500122e+01,0.0549159694875,c t~,4.597062e-01,t c~,4.597062e-01,c c~,4.047223e-02,t u~,2.003094e-02
4.552632e+02,5.281952e-02,1.288747e+01,0.0283077349542,t c~,4.595488e-01,c t~,4.595488e-01,c c~,4.034921e-02,t u~,2.002409e-02
4.552632e+02,7.368063e-02,6.695839e+00,0.0147076218768,t c~,4.569400e-01,c t~,4.569400e-01,c c~,3.991018e-02,t u~,1.991041e-02
4.552632e+02,1.027809e-01,3.579472e+00,0.00786242331908,t c~,4.437639e-01,c t~,4.437639e-01,c c~,3.836713e-02,t t~,3.543233e-02
4.552632e+02,1.433742e-01,2.105496e+00,0.00462478847401,t c~,3.954082e-01,c t~,3.954082e-01,t t~,1.412035e-01,c c~,3.352136e-02
4.552632e+02,2.000000e-01,1.596175e+00,0.00350604880869,t t~,3.963130e-01,c t~,2.783521e-01,t c~,2.783521e-01,c c~,2.272514e-02
4.855263e+02,1.000000e-02,3.966995e+02,0.817050487275,c t~,4.597701e-01,t c~,4.597701e-01,c c~,3.900110e-02,u t~,2.003356e-02
4.855263e+02,1.394951e-02,2.038712e+02,0.419897336148,t c~,4.598442e-01,c t~,4.598442e-01,c c~,3.900002e-02,t u~,2.003679e-02
4.855263e+02,1.945888e-02,1.047787e+02,0.215804375582,t c~,4.599765e-01,c t~,4.599765e-01,c c~,3.899692e-02,t u~,2.004255e-02
4.855263e+02,2.714418e-02,5.385988e+01,0.110930921765,t c~,4.601892e-01,c t~,4.601892e-01,c c~,3.898707e-02,t u~,2.005182e-02
4.855263e+02,3.786479e-02,2.770272e+01,0.0570570945384,t c~,4.604331e-01,c t~,4.604331e-01,c c~,3.895355e-02,t u~,2.006245e-02
4.855263e+02,5.281952e-02,1.428031e+01,0.0294120215527,t c~,4.602659e-01,c t~,4.602659e-01,c c~,3.883434e-02,t u~,2.005516e-02
4.855263e+02,7.368063e-02,7.421180e+00,0.0152848156732,t c~,4.575500e-01,c t~,4.575500e-01,c c~,3.840315e-02,t u~,1.993682e-02
4.855263e+02,1.027809e-01,3.971538e+00,0.00817986172943,t c~,4.438738e-01,c t~,4.438738e-01,c c~,3.687827e-02,t t~,3.669213e-02
4.855263e+02,1.433742e-01,2.345281e+00,0.00483038920858,t c~,3.939603e-01,c t~,3.939603e-01,t t~,1.456525e-01,c c~,3.209462e-02
4.855263e+02,2.000000e-01,1.794654e+00,0.00369630646167,t t~,4.049962e-01,c t~,2.747524e-01,t c~,2.747524e-01,c c~,2.155546e-02
5.157895e+02,1.000000e-02,4.347902e+02,0.842960548829,c t~,4.603290e-01,t c~,4.603290e-01,c c~,3.780238e-02,u t~,2.005778e-02
5.157895e+02,1.394951e-02,2.234460e+02,0.43321161055,c t~,4.604047e-01,t c~,4.604047e-01,c c~,3.780146e-02,t u~,2.006108e-02
5.157895e+02,1.945888e-02,1.148384e+02,0.222645866192,t c~,4.605399e-01,c t~,4.605399e-01,c c~,3.779867e-02,t u~,2.006697e-02
5.157895e+02,2.714418e-02,5.903037e+01,0.114446629875,t c~,4.607571e-01,c t~,4.607571e-01,c c~,3.778948e-02,t u~,2.007643e-02
5.157895e+02,3.786479e-02,3.036186e+01,0.0588648276089,c t~,4.610057e-01,t c~,4.610057e-01,c c~,3.775735e-02,t u~,2.008726e-02
5.157895e+02,5.281952e-02,1.565128e+01,0.0303443168192,t c~,4.608318e-01,c t~,4.608318e-01,c c~,3.764126e-02,t u~,2.007969e-02
5.157895e+02,7.368063e-02,8.134855e+00,0.0157716568484,t c~,4.580443e-01,c t~,4.580443e-01,c c~,3.721777e-02,t u~,1.995823e-02
5.157895e+02,1.027809e-01,4.356585e+00,0.00844643987518,t c~,4.440356e-01,c t~,4.440356e-01,t t~,3.751856e-02,c c~,3.571441e-02
5.157895e+02,1.433742e-01,2.579264e+00,0.00500061362242,c t~,3.930948e-01,t c~,3.930948e-01,t t~,1.485517e-01,c c~,3.100214e-02
5.157895e+02,2.000000e-01,1.985679e+00,0.00384978561991,t t~,4.105665e-01,c t~,2.724953e-01,t c~,2.724953e-01,c c~,2.069614e-02
5.460526e+02,1.000000e-02,4.723376e+02,0.865003847615,c t~,4.607799e-01,t c~,4.607799e-01,c c~,3.683909e-02,u t~,2.007732e-02
5.460526e+02,1.394951e-02,2.427417e+02,0.444539042576,c t~,4.608568e-01,t c~,4.608568e-01,c c~,3.683828e-02,u t~,2.008067e-02
5.460526e+02,1.945888e-02,1.247548e+02,0.228466634899,t c~,4.609940e-01,c t~,4.609940e-01,c c~,3.683572e-02,t u~,2.008665e-02
5.460526e+02,2.714418e-02,6.412727e+01,0.11743789884,t c~,4.612143e-01,c t~,4.612143e-01,c c~,3.682699e-02,t u~,2.009625e-02
5.460526e+02,3.786479e-02,3.298320e+01,0.0604029721679,c t~,4.614660e-01,t c~,4.614660e-01,c c~,3.679591e-02,t u~,2.010722e-02
5.460526e+02,5.281952e-02,1.700273e+01,0.0311375314393,t c~,4.612873e-01,c t~,4.612873e-01,c c~,3.668241e-02,t u~,2.009943e-02
5.460526e+02,7.368063e-02,8.838195e+00,0.0161856110565,t c~,4.584497e-01,c t~,4.584497e-01,c c~,3.626596e-02,u t~,1.997578e-02
5.460526e+02,1.027809e-01,4.735588e+00,0.00867240262202,t c~,4.442097e-01,c t~,4.442097e-01,t t~,3.808590e-02,c c~,3.478391e-02
5.460526e+02,1.433742e-01,2.808583e+00,0.00514342940589,t c~,3.925580e-01,c t~,3.925580e-01,t t~,1.505331e-01,c c~,3.014135e-02
5.460526e+02,2.000000e-01,2.171141e+00,0.00397606567572,t t~,4.143336e-01,c t~,2.710054e-01,t c~,2.710054e-01,c c~,2.003886e-02
5.763158e+02,1.000000e-02,5.094029e+02,0.883895426778,t c~,4.611496e-01,c t~,4.611496e-01,c c~,3.605177e-02,u t~,2.009334e-02
5.763158e+02,1.394951e-02,2.617897e+02,0.45424695974,c t~,4.612272e-01,t c~,4.612272e-01,c c~,3.605104e-02,t u~,2.009672e-02
5.763158e+02,1.945888e-02,1.345439e+02,0.233455164686,c t~,4.613659e-01,t c~,4.613659e-01,c c~,3.604863e-02,u t~,2.010276e-02
5.763158e+02,2.714418e-02,6.915885e+01,0.120001655342,t c~,4.615884e-01,c t~,4.615884e-01,c c~,3.604025e-02,t u~,2.011246e-02
5.763158e+02,3.786479e-02,3.557099e+01,0.0617213513841,t c~,4.618424e-01,c t~,4.618424e-01,c c~,3.600999e-02,t u~,2.012353e-02
5.763158e+02,5.281952e-02,1.833687e+01,0.0318173994189,t c~,4.616600e-01,c t~,4.616600e-01,c c~,3.589864e-02,t u~,2.011558e-02
5.763158e+02,7.368063e-02,9.532396e+00,0.0165402302002,t c~,4.587862e-01,c t~,4.587862e-01,c c~,3.548847e-02,u t~,1.999036e-02
5.763158e+02,1.027809e-01,5.109343e+00,0.00886552650474,t c~,4.443795e-01,c t~,4.443795e-01,t t~,3.848937e-02,c c~,3.402622e-02
5.763158e+02,1.433742e-01,3.034041e+00,0.00526454593124,c t~,3.922173e-01,t c~,3.922173e-01,t t~,1.519377e-01,c c~,2.944795e-02
5.763158e+02,2.000000e-01,2.352263e+00,0.00408155216289,t t~,4.169845e-01,t c~,2.699834e-01,c t~,2.699834e-01,c c~,1.952098e-02
6.065789e+02,1.000000e-02,5.460403e+02,0.900196660319,c t~,4.614568e-01,t c~,4.614568e-01,c c~,3.539896e-02,u t~,2.010665e-02
6.065789e+02,1.394951e-02,2.806178e+02,0.462623741116,t c~,4.615351e-01,c t~,4.615351e-01,c c~,3.539828e-02,u t~,2.011006e-02
6.065789e+02,1.945888e-02,1.442201e+02,0.237759836354,t c~,4.616748e-01,c t~,4.616748e-01,c c~,3.539599e-02,u t~,2.011615e-02
6.065789e+02,2.714418e-02,7.413243e+01,0.122213993926,c t~,4.618989e-01,t c~,4.618989e-01,c c~,3.538787e-02,t u~,2.012592e-02
6.065789e+02,3.786479e-02,3.812897e+01,0.0628590443881,t c~,4.621545e-01,c t~,4.621545e-01,c c~,3.535827e-02,t u~,2.013705e-02
6.065789e+02,5.281952e-02,1.965562e+01,0.0324040615326,t c~,4.619693e-01,c t~,4.619693e-01,c c~,3.524874e-02,t u~,2.012898e-02
6.065789e+02,7.368063e-02,1.021851e+01,0.0168461349381,t c~,4.590685e-01,c t~,4.590685e-01,c c~,3.484409e-02,u t~,2.000259e-02
6.065789e+02,1.027809e-01,5.478510e+00,0.00903181762504,t c~,4.445383e-01,c t~,4.445383e-01,t t~,3.878462e-02,c c~,3.339977e-02
6.065789e+02,1.433742e-01,3.256239e+00,0.00536820354285,c t~,3.919985e-01,t c~,3.919985e-01,t t~,1.529631e-01,c c~,2.887935e-02
6.065789e+02,2.000000e-01,2.529891e+00,0.00417075338427,t t~,4.189095e-01,c t~,2.692612e-01,t c~,2.692612e-01,c c~,1.910349e-02
6.368421e+02,1.000000e-02,5.822980e+02,0.914352238962,t c~,4.617153e-01,c t~,4.617153e-01,c c~,3.485096e-02,u t~,2.011785e-02
6.368421e+02,1.394951e-02,2.992509e+02,0.469898111321,t c~,4.617940e-01,c t~,4.617940e-01,c c~,3.485032e-02,t u~,2.012128e-02
6.368421e+02,1.945888e-02,1.537962e+02,0.241498167285,t c~,4.619344e-01,c t~,4.619344e-01,c c~,3.484811e-02,t u~,2.012740e-02
6.368421e+02,2.714418e-02,7.905454e+01,0.124135229125,c t~,4.621598e-01,t c~,4.621598e-01,c c~,3.484020e-02,t u~,2.013722e-02
6.368421e+02,3.786479e-02,4.066050e+01,0.0638470666434,t c~,4.624165e-01,c t~,4.624165e-01,c c~,3.481114e-02,t u~,2.014841e-02
6.368421e+02,5.281952e-02,2.096072e+01,0.0329135275447,t c~,4.622292e-01,c t~,4.622292e-01,c c~,3.470315e-02,t u~,2.014025e-02
6.368421e+02,7.368063e-02,1.089745e+01,0.0171116984885,t c~,4.593078e-01,c t~,4.593078e-01,c c~,3.430334e-02,u t~,2.001296e-02
6.368421e+02,1.027809e-01,5.843650e+00,0.00917597941468,t c~,4.446837e-01,c t~,4.446837e-01,t t~,3.900588e-02,c c~,3.287506e-02
6.368421e+02,1.433742e-01,3.475650e+00,0.00545763227651,t c~,3.918577e-01,c t~,3.918577e-01,t t~,1.537302e-01,c c~,2.840615e-02
6.368421e+02,2.000000e-01,2.704642e+00,0.0042469585475,t t~,4.203437e-01,c t~,2.687383e-01,t c~,2.687383e-01,c c~,1.876073e-02
6.671053e+02,1.000000e-02,6.182181e+02,0.926717416276,t c~,4.619349e-01,c t~,4.619349e-01,c c~,3.438597e-02,u t~,2.012737e-02
6.671053e+02,1.394951e-02,3.177106e+02,0.476252549635,t c~,4.620139e-01,c t~,4.620139e-01,c c~,3.438536e-02,t u~,2.013081e-02
6.671053e+02,1.945888e-02,1.632831e+02,0.244763607784,t c~,4.621550e-01,c t~,4.621550e-01,c c~,3.438322e-02,u t~,2.013696e-02
6.671053e+02,2.714418e-02,8.393086e+01,0.125813511,c t~,4.623813e-01,t c~,4.623813e-01,c c~,3.437548e-02,t u~,2.014682e-02
6.671053e+02,3.786479e-02,4.316849e+01,0.0647101589509,t c~,4.626389e-01,c t~,4.626389e-01,c c~,3.434686e-02,t u~,2.015804e-02
6.671053e+02,5.281952e-02,2.225369e+01,0.0333585867179,t c~,4.624499e-01,c t~,4.624499e-01,c c~,3.424019e-02,t u~,2.014981e-02
6.671053e+02,7.368063e-02,1.157002e+01,0.017343618766,t c~,4.595125e-01,c t~,4.595125e-01,c c~,3.384464e-02,t u~,2.002182e-02
6.671053e+02,1.027809e-01,6.205236e+00,0.00930173392416,t c~,4.448156e-01,c t~,4.448156e-01,t t~,3.917508e-02,c c~,3.243063e-02
6.671053e+02,1.433742e-01,3.692651e+00,0.00553533452665,t c~,3.917681e-01,c t~,3.917681e-01,t t~,1.543160e-01,c c~,2.800742e-02
6.671053e+02,2.000000e-01,2.876983e+00,0.00431263700049,t t~,4.214354e-01,c t~,2.683521e-01,t c~,2.683521e-01,c c~,1.847503e-02
6.973684e+02,1.000000e-02,6.538370e+02,0.93757761321,t c~,4.621233e-01,c t~,4.621233e-01,c c~,3.398769e-02,u t~,2.013553e-02
6.973684e+02,1.394951e-02,3.360154e+02,0.481833418319,t c~,4.622026e-01,c t~,4.622026e-01,c c~,3.398710e-02,u t~,2.013899e-02
6.973684e+02,1.945888e-02,1.726904e+02,0.247631524457,t c~,4.623441e-01,c t~,4.623441e-01,c c~,3.398502e-02,t u~,2.014515e-02
6.973684e+02,2.714418e-02,8.876633e+01,0.12728757139,t c~,4.625711e-01,c t~,4.625711e-01,c c~,3.397741e-02,t u~,2.015505e-02
6.973684e+02,3.786479e-02,4.565548e+01,0.0654682374481,t c~,4.628294e-01,c t~,4.628294e-01,c c~,3.394916e-02,t u~,2.016630e-02
6.973684e+02,5.281952e-02,2.353582e+01,0.0337494787547,t c~,4.626390e-01,c t~,4.626390e-01,c c~,3.384363e-02,t u~,2.015800e-02
6.973684e+02,7.368063e-02,1.223693e+01,0.0175472963788,t c~,4.596889e-01,c t~,4.596889e-01,c c~,3.345183e-02,t u~,2.002946e-02
6.973684e+02,1.027809e-01,6.563673e+00,0.00941205968036,t c~,4.449347e-01,c t~,4.449347e-01,t t~,3.930675e-02,c c~,3.205051e-02
6.973684e+02,1.433742e-01,3.907550e+00,0.00560327941444,c t~,3.917127e-01,t c~,3.917127e-01,t t~,1.547713e-01,c c~,2.766782e-02
6.973684e+02,2.000000e-01,3.047275e+00,0.00436967749041,t t~,4.222819e-01,c t~,2.680621e-01,t c~,2.680621e-01,c c~,1.823387e-02
7.276316e+02,1.000000e-02,6.891870e+02,0.947164746556,t c~,4.622861e-01,c t~,4.622861e-01,c c~,3.364368e-02,u t~,2.014259e-02
7.276316e+02,1.394951e-02,3.541821e+02,0.486760195681,t c~,4.623657e-01,c t~,4.623657e-01,c c~,3.364311e-02,t u~,2.014606e-02
7.276316e+02,1.945888e-02,1.820268e+02,0.250163406867,t c~,4.625076e-01,c t~,4.625076e-01,c c~,3.364108e-02,u t~,2.015224e-02
7.276316e+02,2.714418e-02,9.356533e+01,0.128588876569,c t~,4.627351e-01,t c~,4.627351e-01,c c~,3.363358e-02,t u~,2.016215e-02
7.276316e+02,3.786479e-02,4.812372e+01,0.0661374794608,t c~,4.629939e-01,c t~,4.629939e-01,c c~,3.360565e-02,t u~,2.017343e-02
7.276316e+02,5.281952e-02,2.480827e+01,0.0340945472956,t c~,4.628024e-01,c t~,4.628024e-01,c c~,3.350111e-02,t u~,2.016508e-02
7.276316e+02,7.368063e-02,1.289877e+01,0.0177270613316,t c~,4.598422e-01,c t~,4.598422e-01,c c~,3.311262e-02,t u~,2.003610e-02
7.276316e+02,1.027809e-01,6.919311e+00,0.00950936023119,t c~,4.450420e-01,c t~,4.450420e-01,t t~,3.941079e-02,c c~,3.172258e-02
7.276316e+02,1.433742e-01,4.120606e+00,0.00566303882349,t c~,3.916804e-01,c t~,3.916804e-01,t t~,1.551308e-01,c c~,2.737588e-02
7.276316e+02,2.000000e-01,3.215810e+00,0.00441955791914,t t~,4.229487e-01,c t~,2.678413e-01,t c~,2.678413e-01,c c~,1.802809e-02
7.578947e+02,1.000000e-02,7.242959e+02,0.955668247845,t c~,4.624280e-01,c t~,4.624280e-01,c c~,3.334434e-02,u t~,2.014874e-02
7.578947e+02,1.394951e-02,3.722249e+02,0.491130100263,t c~,4.625077e-01,c t~,4.625077e-01,c c~,3.334379e-02,t u~,2.015221e-02
7.578947e+02,1.945888e-02,1.912996e+02,0.252409206714,t c~,4.626499e-01,c t~,4.626499e-01,c c~,3.334179e-02,u t~,2.015841e-02
7.578947e+02,2.714418e-02,9.833161e+01,0.129743102835,c t~,4.628779e-01,t c~,4.628779e-01,c c~,3.333439e-02,t u~,2.016834e-02
7.578947e+02,3.786479e-02,5.057514e+01,0.0667310907439,t c~,4.631371e-01,c t~,4.631371e-01,c c~,3.330673e-02,t u~,2.017963e-02
7.578947e+02,5.281952e-02,2.607205e+01,0.0344006232,t c~,4.629446e-01,c t~,4.629446e-01,c c~,3.320305e-02,t u~,2.017125e-02
7.578947e+02,7.368063e-02,1.355608e+01,0.0178864953139,t c~,4.599761e-01,c t~,4.599761e-01,c c~,3.281749e-02,t u~,2.004191e-02
7.578947e+02,1.027809e-01,7.272449e+00,0.00959559289701,t c~,4.451387e-01,c t~,4.451387e-01,t t~,3.949411e-02,c c~,3.143751e-02
7.578947e+02,1.433742e-01,4.332031e+00,0.00571587451397,t c~,3.916639e-01,c t~,3.916639e-01,t t~,1.554184e-01,c c~,2.712283e-02
7.578947e+02,2.000000e-01,3.382819e+00,0.00446344195308,t t~,4.234814e-01,c t~,2.676710e-01,t c~,2.676710e-01,c c~,1.785085e-02
7.881579e+02,1.000000e-02,7.591882e+02,0.963243786556,t c~,4.625524e-01,c t~,4.625524e-01,c c~,3.308211e-02,u t~,2.015413e-02
7.881579e+02,1.394951e-02,3.901564e+02,0.495023141936,t c~,4.626322e-01,c t~,4.626322e-01,c c~,3.308157e-02,t u~,2.015761e-02
7.881579e+02,1.945888e-02,2.005151e+02,0.254409807984,t c~,4.627746e-01,c t~,4.627746e-01,c c~,3.307960e-02,t u~,2.016381e-02
