cut,efficiency,cross_section_pb,yield_450_fb,yield_3000_fb
I,0.875704,0.001210,544.447272,3629.648479
II,0.846546,0.001170,526.318932,3508.792880
III,0.296169,0.000409,184.135557,1227.570379
IV,0.187167,0.000259,116.366219,775.774794
